etfCode,name,missingField,coverageScore
0151P0,RISE 코리아전략산업액티브,benchmarkName,0.45
0151P0,RISE 코리아전략산업액티브,descriptions,0.45
0151P0,RISE 코리아전략산업액티브,distribution,0.45
0151P0,RISE 코리아전략산업액티브,sectorCountryWeights,0.45
0151P0,RISE 코리아전략산업액티브,feesAndAssets,0.45
0152E0,SOL 배당성향탑픽액티브,issuer,0.45
0152E0,SOL 배당성향탑픽액티브,benchmarkName,0.45
0152E0,SOL 배당성향탑픽액티브,descriptions,0.45
0152E0,SOL 배당성향탑픽액티브,distribution,0.45
0152E0,SOL 배당성향탑픽액티브,sectorCountryWeights,0.45
0152E0,SOL 배당성향탑픽액티브,feesAndAssets,0.45
0153K0,KODEX 주주환원고배당주,issuer,0.35
0153K0,KODEX 주주환원고배당주,benchmarkName,0.35
0153K0,KODEX 주주환원고배당주,descriptions,0.35
0153K0,KODEX 주주환원고배당주,strategyFacts,0.35
0153K0,KODEX 주주환원고배당주,distribution,0.35
0153K0,KODEX 주주환원고배당주,sectorCountryWeights,0.35
0153K0,KODEX 주주환원고배당주,feesAndAssets,0.35
0153P0,ACE 리츠부동산인프라액티브,issuer,0.45
0153P0,ACE 리츠부동산인프라액티브,benchmarkName,0.45
0153P0,ACE 리츠부동산인프라액티브,descriptions,0.45
0153P0,ACE 리츠부동산인프라액티브,distribution,0.45
0153P0,ACE 리츠부동산인프라액티브,sectorCountryWeights,0.45
0153P0,ACE 리츠부동산인프라액티브,feesAndAssets,0.45
0154F0,WON 초대형IB&금융지주,issuer,0.35
0154F0,WON 초대형IB&금융지주,benchmarkName,0.35
0154F0,WON 초대형IB&금융지주,descriptions,0.35
0154F0,WON 초대형IB&금융지주,strategyFacts,0.35
0154F0,WON 초대형IB&금융지주,distribution,0.35
0154F0,WON 초대형IB&금융지주,sectorCountryWeights,0.35
0154F0,WON 초대형IB&금융지주,feesAndAssets,0.35
0155N0,HANARO K휴머노이드테마TOP10,issuer,0.35
0155N0,HANARO K휴머노이드테마TOP10,benchmarkName,0.35
0155N0,HANARO K휴머노이드테마TOP10,descriptions,0.35
0155N0,HANARO K휴머노이드테마TOP10,strategyFacts,0.35
0155N0,HANARO K휴머노이드테마TOP10,distribution,0.35
0155N0,HANARO K휴머노이드테마TOP10,sectorCountryWeights,0.35
0155N0,HANARO K휴머노이드테마TOP10,feesAndAssets,0.35
0162Y0,TIME 코스닥액티브,issuer,0.45
0162Y0,TIME 코스닥액티브,benchmarkName,0.45
0162Y0,TIME 코스닥액티브,descriptions,0.45
0162Y0,TIME 코스닥액티브,distribution,0.45
0162Y0,TIME 코스닥액티브,sectorCountryWeights,0.45
0162Y0,TIME 코스닥액티브,feesAndAssets,0.45
0163Y0,KoAct 코스닥액티브,issuer,0.45
0163Y0,KoAct 코스닥액티브,benchmarkName,0.45
0163Y0,KoAct 코스닥액티브,descriptions,0.45
0163Y0,KoAct 코스닥액티브,distribution,0.45
0163Y0,KoAct 코스닥액티브,sectorCountryWeights,0.45
0163Y0,KoAct 코스닥액티브,feesAndAssets,0.45
0166N0,PLUS 코스닥150액티브,issuer,0.45
0166N0,PLUS 코스닥150액티브,benchmarkName,0.45
0166N0,PLUS 코스닥150액티브,descriptions,0.45
0166N0,PLUS 코스닥150액티브,distribution,0.45
0166N0,PLUS 코스닥150액티브,sectorCountryWeights,0.45
0166N0,PLUS 코스닥150액티브,feesAndAssets,0.45
0166S0,PLUS K제조업핵심기업액티브,issuer,0.45
0166S0,PLUS K제조업핵심기업액티브,benchmarkName,0.45
0166S0,PLUS K제조업핵심기업액티브,descriptions,0.45
0166S0,PLUS K제조업핵심기업액티브,distribution,0.45
0166S0,PLUS K제조업핵심기업액티브,sectorCountryWeights,0.45
0166S0,PLUS K제조업핵심기업액티브,feesAndAssets,0.45
0167A0,SOL AI반도체TOP2플러스,issuer,0.35
0167A0,SOL AI반도체TOP2플러스,benchmarkName,0.35
0167A0,SOL AI반도체TOP2플러스,descriptions,0.35
0167A0,SOL AI반도체TOP2플러스,strategyFacts,0.35
0167A0,SOL AI반도체TOP2플러스,distribution,0.35
0167A0,SOL AI반도체TOP2플러스,sectorCountryWeights,0.35
0167A0,SOL AI반도체TOP2플러스,feesAndAssets,0.35
0167B0,SOL 200타겟위클리커버드콜,issuer,0.45
0167B0,SOL 200타겟위클리커버드콜,benchmarkName,0.45
0167B0,SOL 200타겟위클리커버드콜,descriptions,0.45
0167B0,SOL 200타겟위클리커버드콜,distribution,0.45
0167B0,SOL 200타겟위클리커버드콜,sectorCountryWeights,0.45
0167B0,SOL 200타겟위클리커버드콜,feesAndAssets,0.45
0168K0,TIGER 기술이전바이오액티브,issuer,0.45
0168K0,TIGER 기술이전바이오액티브,benchmarkName,0.45
0168K0,TIGER 기술이전바이오액티브,descriptions,0.45
0168K0,TIGER 기술이전바이오액티브,distribution,0.45
0168K0,TIGER 기술이전바이오액티브,sectorCountryWeights,0.45
0168K0,TIGER 기술이전바이오액티브,feesAndAssets,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,issuer,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,benchmarkName,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,descriptions,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,distribution,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,sectorCountryWeights,0.45
0172Y0,ACE K수출핵심TOP10산업액티브,feesAndAssets,0.45
0174J0,DAISHIN343 오피스리츠플러스,issuer,0.35
0174J0,DAISHIN343 오피스리츠플러스,benchmarkName,0.35
0174J0,DAISHIN343 오피스리츠플러스,descriptions,0.35
0174J0,DAISHIN343 오피스리츠플러스,strategyFacts,0.35
0174J0,DAISHIN343 오피스리츠플러스,distribution,0.35
0174J0,DAISHIN343 오피스리츠플러스,sectorCountryWeights,0.35
0174J0,DAISHIN343 오피스리츠플러스,feesAndAssets,0.35
0176P0,FOCUS AI반도체위클리고정커버드콜,issuer,0.45
0176P0,FOCUS AI반도체위클리고정커버드콜,benchmarkName,0.45
0176P0,FOCUS AI반도체위클리고정커버드콜,descriptions,0.45
0176P0,FOCUS AI반도체위클리고정커버드콜,distribution,0.45
0176P0,FOCUS AI반도체위클리고정커버드콜,sectorCountryWeights,0.45
0176P0,FOCUS AI반도체위클리고정커버드콜,feesAndAssets,0.45
0177A0,WON 두산그룹포커스,issuer,0.35
0177A0,WON 두산그룹포커스,benchmarkName,0.35
0177A0,WON 두산그룹포커스,descriptions,0.35
0177A0,WON 두산그룹포커스,strategyFacts,0.35
0177A0,WON 두산그룹포커스,distribution,0.35
0177A0,WON 두산그룹포커스,sectorCountryWeights,0.35
0177A0,WON 두산그룹포커스,feesAndAssets,0.35
0177R0,TIGER 반도체TOP10커버드콜액티브,issuer,0.45
0177R0,TIGER 반도체TOP10커버드콜액티브,benchmarkName,0.45
0177R0,TIGER 반도체TOP10커버드콜액티브,descriptions,0.45
0177R0,TIGER 반도체TOP10커버드콜액티브,distribution,0.45
0177R0,TIGER 반도체TOP10커버드콜액티브,sectorCountryWeights,0.45
0177R0,TIGER 반도체TOP10커버드콜액티브,feesAndAssets,0.45
0177X0,ACE K휴머노이드로봇산업TOP2+,issuer,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,benchmarkName,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,descriptions,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,strategyFacts,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,distribution,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,sectorCountryWeights,0.35
0177X0,ACE K휴머노이드로봇산업TOP2+,feesAndAssets,0.35
0182R0,1Q K반도체TOP2+,issuer,0.35
0182R0,1Q K반도체TOP2+,benchmarkName,0.35
0182R0,1Q K반도체TOP2+,descriptions,0.35
0182R0,1Q K반도체TOP2+,strategyFacts,0.35
0182R0,1Q K반도체TOP2+,distribution,0.35
0182R0,1Q K반도체TOP2+,sectorCountryWeights,0.35
0182R0,1Q K반도체TOP2+,feesAndAssets,0.35
0184V0,UNICORN K바이오액티브,issuer,0.45
0184V0,UNICORN K바이오액티브,benchmarkName,0.45
0184V0,UNICORN K바이오액티브,descriptions,0.45
0184V0,UNICORN K바이오액티브,distribution,0.45
0184V0,UNICORN K바이오액티브,sectorCountryWeights,0.45
0184V0,UNICORN K바이오액티브,feesAndAssets,0.45
0189Z0,DAISHIN343 금융&지주고배당,issuer,0.35
0189Z0,DAISHIN343 금융&지주고배당,benchmarkName,0.35
0189Z0,DAISHIN343 금융&지주고배당,descriptions,0.35
0189Z0,DAISHIN343 금융&지주고배당,strategyFacts,0.35
0189Z0,DAISHIN343 금융&지주고배당,distribution,0.35
0189Z0,DAISHIN343 금융&지주고배당,sectorCountryWeights,0.35
0189Z0,DAISHIN343 금융&지주고배당,feesAndAssets,0.35
0190C0,RISE 현대차고정피지컬AI,issuer,0.35
0190C0,RISE 현대차고정피지컬AI,benchmarkName,0.35
0190C0,RISE 현대차고정피지컬AI,descriptions,0.35
0190C0,RISE 현대차고정피지컬AI,strategyFacts,0.35
0190C0,RISE 현대차고정피지컬AI,distribution,0.35
0190C0,RISE 현대차고정피지컬AI,sectorCountryWeights,0.35
0190C0,RISE 현대차고정피지컬AI,feesAndAssets,0.35
0190G0,KODEX 반도체타겟위클리커버드콜,issuer,0.45
0190G0,KODEX 반도체타겟위클리커버드콜,benchmarkName,0.45
0190G0,KODEX 반도체타겟위클리커버드콜,descriptions,0.45
0190G0,KODEX 반도체타겟위클리커버드콜,distribution,0.45
0190G0,KODEX 반도체타겟위클리커버드콜,sectorCountryWeights,0.45
0190G0,KODEX 반도체타겟위클리커버드콜,feesAndAssets,0.45
0191B0,MIDAS 코스닥액티브,issuer,0.45
0191B0,MIDAS 코스닥액티브,benchmarkName,0.45
0191B0,MIDAS 코스닥액티브,descriptions,0.45
0191B0,MIDAS 코스닥액티브,distribution,0.45
0191B0,MIDAS 코스닥액티브,sectorCountryWeights,0.45
0191B0,MIDAS 코스닥액티브,feesAndAssets,0.45
0191S0,IBK 코스닥150,issuer,0.35
0191S0,IBK 코스닥150,benchmarkName,0.35
0191S0,IBK 코스닥150,descriptions,0.35
0191S0,IBK 코스닥150,strategyFacts,0.35
0191S0,IBK 코스닥150,distribution,0.35
0191S0,IBK 코스닥150,sectorCountryWeights,0.35
0191S0,IBK 코스닥150,feesAndAssets,0.35
0192L0,RISE SK하이닉스단일종목레버리지,issuer,0.45
0192L0,RISE SK하이닉스단일종목레버리지,benchmarkName,0.45
0192L0,RISE SK하이닉스단일종목레버리지,descriptions,0.45
0192L0,RISE SK하이닉스단일종목레버리지,distribution,0.45
0192L0,RISE SK하이닉스단일종목레버리지,sectorCountryWeights,0.45
0192L0,RISE SK하이닉스단일종목레버리지,feesAndAssets,0.45
0192M0,RISE 삼성전자단일종목레버리지,issuer,0.45
0192M0,RISE 삼성전자단일종목레버리지,benchmarkName,0.45
0192M0,RISE 삼성전자단일종목레버리지,descriptions,0.45
0192M0,RISE 삼성전자단일종목레버리지,distribution,0.45
0192M0,RISE 삼성전자단일종목레버리지,sectorCountryWeights,0.45
0192M0,RISE 삼성전자단일종목레버리지,feesAndAssets,0.45
0192T0,SOL 코스닥TOP10,issuer,0.35
0192T0,SOL 코스닥TOP10,benchmarkName,0.35
0192T0,SOL 코스닥TOP10,descriptions,0.35
0192T0,SOL 코스닥TOP10,strategyFacts,0.35
0192T0,SOL 코스닥TOP10,distribution,0.35
0192T0,SOL 코스닥TOP10,sectorCountryWeights,0.35
0192T0,SOL 코스닥TOP10,feesAndAssets,0.35
0193G0,KoAct 코스피액티브,issuer,0.45
0193G0,KoAct 코스피액티브,benchmarkName,0.45
0193G0,KoAct 코스피액티브,descriptions,0.45
0193G0,KoAct 코스피액티브,distribution,0.45
0193G0,KoAct 코스피액티브,sectorCountryWeights,0.45
0193G0,KoAct 코스피액티브,feesAndAssets,0.45
0193K0,PLUS 삼성전자단일종목레버리지,issuer,0.45
0193K0,PLUS 삼성전자단일종목레버리지,benchmarkName,0.45
0193K0,PLUS 삼성전자단일종목레버리지,descriptions,0.45
0193K0,PLUS 삼성전자단일종목레버리지,distribution,0.45
0193K0,PLUS 삼성전자단일종목레버리지,sectorCountryWeights,0.45
0193K0,PLUS 삼성전자단일종목레버리지,feesAndAssets,0.45
0193L0,PLUS 삼성전자선물단일종목인버스2X,descriptions,0.75
0193L0,PLUS 삼성전자선물단일종목인버스2X,sectorCountryWeights,0.75
0193T0,KODEX SK하이닉스단일종목레버리지,issuer,0.45
0193T0,KODEX SK하이닉스단일종목레버리지,benchmarkName,0.45
0193T0,KODEX SK하이닉스단일종목레버리지,descriptions,0.45
0193T0,KODEX SK하이닉스단일종목레버리지,distribution,0.45
0193T0,KODEX SK하이닉스단일종목레버리지,sectorCountryWeights,0.45
0193T0,KODEX SK하이닉스단일종목레버리지,feesAndAssets,0.45
0193W0,KODEX 삼성전자단일종목레버리지,issuer,0.45
0193W0,KODEX 삼성전자단일종목레버리지,benchmarkName,0.45
0193W0,KODEX 삼성전자단일종목레버리지,descriptions,0.45
0193W0,KODEX 삼성전자단일종목레버리지,distribution,0.45
0193W0,KODEX 삼성전자단일종목레버리지,sectorCountryWeights,0.45
0193W0,KODEX 삼성전자단일종목레버리지,feesAndAssets,0.45
0194M0,ACE 삼성전자단일종목레버리지,issuer,0.45
0194M0,ACE 삼성전자단일종목레버리지,benchmarkName,0.45
0194M0,ACE 삼성전자단일종목레버리지,descriptions,0.45
0194M0,ACE 삼성전자단일종목레버리지,distribution,0.45
0194M0,ACE 삼성전자단일종목레버리지,sectorCountryWeights,0.45
0194M0,ACE 삼성전자단일종목레버리지,feesAndAssets,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,issuer,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,benchmarkName,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,descriptions,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,distribution,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,sectorCountryWeights,0.45
0194N0,KIWOOM 삼성전자선물단일종목레버리지,feesAndAssets,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,issuer,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,benchmarkName,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,descriptions,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,distribution,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,sectorCountryWeights,0.45
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,feesAndAssets,0.45
0194T0,ACE SK하이닉스단일종목레버리지,issuer,0.45
0194T0,ACE SK하이닉스단일종목레버리지,benchmarkName,0.45
0194T0,ACE SK하이닉스단일종목레버리지,descriptions,0.45
0194T0,ACE SK하이닉스단일종목레버리지,distribution,0.45
0194T0,ACE SK하이닉스단일종목레버리지,sectorCountryWeights,0.45
0194T0,ACE SK하이닉스단일종목레버리지,feesAndAssets,0.45
0195R0,TIGER 삼성전자단일종목레버리지,issuer,0.45
0195R0,TIGER 삼성전자단일종목레버리지,benchmarkName,0.45
0195R0,TIGER 삼성전자단일종목레버리지,descriptions,0.45
0195R0,TIGER 삼성전자단일종목레버리지,distribution,0.45
0195R0,TIGER 삼성전자단일종목레버리지,sectorCountryWeights,0.45
0195R0,TIGER 삼성전자단일종목레버리지,feesAndAssets,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,issuer,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,benchmarkName,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,descriptions,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,distribution,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,sectorCountryWeights,0.45
0195S0,TIGER SK하이닉스단일종목레버리지,feesAndAssets,0.45
0197W0,SOL SK하이닉스단일종목레버리지,issuer,0.45
0197W0,SOL SK하이닉스단일종목레버리지,benchmarkName,0.45
0197W0,SOL SK하이닉스단일종목레버리지,descriptions,0.45
0197W0,SOL SK하이닉스단일종목레버리지,distribution,0.45
0197W0,SOL SK하이닉스단일종목레버리지,sectorCountryWeights,0.45
0197W0,SOL SK하이닉스단일종목레버리지,feesAndAssets,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,issuer,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,benchmarkName,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,descriptions,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,distribution,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,sectorCountryWeights,0.45
0198A0,KIWOOM 코스닥150커버드콜액티브,feesAndAssets,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,issuer,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,benchmarkName,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,descriptions,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,distribution,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,sectorCountryWeights,0.45
0198B0,1Q 삼성전자선물단일종목레버리지,feesAndAssets,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,issuer,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,benchmarkName,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,descriptions,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,distribution,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,sectorCountryWeights,0.45
0198D0,1Q SK하이닉스선물단일종목레버리지,feesAndAssets,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,issuer,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,benchmarkName,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,descriptions,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,distribution,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,sectorCountryWeights,0.45
0199C0,ACE 고배당주Plus커버드콜액티브,feesAndAssets,0.45
0204S0,TIGER 코스닥액티브,issuer,0.45
0204S0,TIGER 코스닥액티브,benchmarkName,0.45
0204S0,TIGER 코스닥액티브,descriptions,0.45
0204S0,TIGER 코스닥액티브,distribution,0.45
0204S0,TIGER 코스닥액티브,sectorCountryWeights,0.45
0204S0,TIGER 코스닥액티브,feesAndAssets,0.45
0207G0,SOL 우주항공밸류체인,issuer,0.35
0207G0,SOL 우주항공밸류체인,benchmarkName,0.35
0207G0,SOL 우주항공밸류체인,descriptions,0.35
0207G0,SOL 우주항공밸류체인,strategyFacts,0.35
0207G0,SOL 우주항공밸류체인,distribution,0.35
0207G0,SOL 우주항공밸류체인,sectorCountryWeights,0.35
0207G0,SOL 우주항공밸류체인,feesAndAssets,0.35
0208N0,IBK 코스피액티브,issuer,0.45
0208N0,IBK 코스피액티브,benchmarkName,0.45
0208N0,IBK 코스피액티브,descriptions,0.45
0208N0,IBK 코스피액티브,distribution,0.45
0208N0,IBK 코스피액티브,sectorCountryWeights,0.45
0208N0,IBK 코스피액티브,feesAndAssets,0.45
0209D0,KODEX 전고체배터리ESS TOP2플러스,issuer,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,benchmarkName,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,descriptions,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,strategyFacts,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,distribution,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,sectorCountryWeights,0.35
0209D0,KODEX 전고체배터리ESS TOP2플러스,feesAndAssets,0.35
0209Z0,ACE 코리아AI전력TOP10,issuer,0.35
0209Z0,ACE 코리아AI전력TOP10,benchmarkName,0.35
0209Z0,ACE 코리아AI전력TOP10,descriptions,0.35
0209Z0,ACE 코리아AI전력TOP10,strategyFacts,0.35
0209Z0,ACE 코리아AI전력TOP10,distribution,0.35
0209Z0,ACE 코리아AI전력TOP10,sectorCountryWeights,0.35
0209Z0,ACE 코리아AI전력TOP10,feesAndAssets,0.35
0210A0,ACE K반도체TOP2+,issuer,0.35
0210A0,ACE K반도체TOP2+,benchmarkName,0.35
0210A0,ACE K반도체TOP2+,descriptions,0.35
0210A0,ACE K반도체TOP2+,strategyFacts,0.35
0210A0,ACE K반도체TOP2+,distribution,0.35
0210A0,ACE K반도체TOP2+,sectorCountryWeights,0.35
0210A0,ACE K반도체TOP2+,feesAndAssets,0.35
0210E0,PLUS 200커버드콜액티브,issuer,0.45
0210E0,PLUS 200커버드콜액티브,benchmarkName,0.45
0210E0,PLUS 200커버드콜액티브,descriptions,0.45
0210E0,PLUS 200커버드콜액티브,distribution,0.45
0210E0,PLUS 200커버드콜액티브,sectorCountryWeights,0.45
0210E0,PLUS 200커버드콜액티브,feesAndAssets,0.45
0216Z0,ACE K방산TOP5+,issuer,0.35
0216Z0,ACE K방산TOP5+,benchmarkName,0.35
0216Z0,ACE K방산TOP5+,descriptions,0.35
0216Z0,ACE K방산TOP5+,strategyFacts,0.35
0216Z0,ACE K방산TOP5+,distribution,0.35
0216Z0,ACE K방산TOP5+,sectorCountryWeights,0.35
0216Z0,ACE K방산TOP5+,feesAndAssets,0.35
069500,KODEX 200,descriptions,0.75
069500,KODEX 200,sectorCountryWeights,0.75
069660,KIWOOM 200,issuer,0.35
069660,KIWOOM 200,benchmarkName,0.35
069660,KIWOOM 200,descriptions,0.35
069660,KIWOOM 200,strategyFacts,0.35
069660,KIWOOM 200,distribution,0.35
069660,KIWOOM 200,sectorCountryWeights,0.35
069660,KIWOOM 200,feesAndAssets,0.35
091160,KODEX 반도체,descriptions,0.75
091160,KODEX 반도체,sectorCountryWeights,0.75
091170,KODEX 은행,issuer,0.35
091170,KODEX 은행,benchmarkName,0.35
091170,KODEX 은행,descriptions,0.35
091170,KODEX 은행,strategyFacts,0.35
091170,KODEX 은행,distribution,0.35
091170,KODEX 은행,sectorCountryWeights,0.35
091170,KODEX 은행,feesAndAssets,0.35
091180,KODEX 자동차,issuer,0.35
091180,KODEX 자동차,benchmarkName,0.35
091180,KODEX 자동차,descriptions,0.35
091180,KODEX 자동차,strategyFacts,0.35
091180,KODEX 자동차,distribution,0.35
091180,KODEX 자동차,sectorCountryWeights,0.35
091180,KODEX 자동차,feesAndAssets,0.35
091220,TIGER 은행,issuer,0.35
091220,TIGER 은행,benchmarkName,0.35
091220,TIGER 은행,descriptions,0.35
091220,TIGER 은행,strategyFacts,0.35
091220,TIGER 은행,distribution,0.35
091220,TIGER 은행,sectorCountryWeights,0.35
091220,TIGER 은행,feesAndAssets,0.35
091230,TIGER 반도체,issuer,0.35
091230,TIGER 반도체,benchmarkName,0.35
091230,TIGER 반도체,descriptions,0.35
091230,TIGER 반도체,strategyFacts,0.35
091230,TIGER 반도체,distribution,0.35
091230,TIGER 반도체,sectorCountryWeights,0.35
091230,TIGER 반도체,feesAndAssets,0.35
100910,KIWOOM KRX100,issuer,0.35
100910,KIWOOM KRX100,benchmarkName,0.35
100910,KIWOOM KRX100,descriptions,0.35
100910,KIWOOM KRX100,strategyFacts,0.35
100910,KIWOOM KRX100,distribution,0.35
100910,KIWOOM KRX100,sectorCountryWeights,0.35
100910,KIWOOM KRX100,feesAndAssets,0.35
102110,TIGER 200,descriptions,0.75
102110,TIGER 200,sectorCountryWeights,0.75
102780,KODEX 삼성그룹,issuer,0.35
102780,KODEX 삼성그룹,benchmarkName,0.35
102780,KODEX 삼성그룹,descriptions,0.35
102780,KODEX 삼성그룹,strategyFacts,0.35
102780,KODEX 삼성그룹,distribution,0.35
102780,KODEX 삼성그룹,sectorCountryWeights,0.35
102780,KODEX 삼성그룹,feesAndAssets,0.35
102960,KODEX 기계장비,issuer,0.35
102960,KODEX 기계장비,benchmarkName,0.35
102960,KODEX 기계장비,descriptions,0.35
102960,KODEX 기계장비,strategyFacts,0.35
102960,KODEX 기계장비,distribution,0.35
102960,KODEX 기계장비,sectorCountryWeights,0.35
102960,KODEX 기계장비,feesAndAssets,0.35
102970,KODEX 증권,issuer,0.35
102970,KODEX 증권,benchmarkName,0.35
102970,KODEX 증권,descriptions,0.35
102970,KODEX 증권,strategyFacts,0.35
102970,KODEX 증권,distribution,0.35
102970,KODEX 증권,sectorCountryWeights,0.35
102970,KODEX 증권,feesAndAssets,0.35
104520,KIWOOM 블루칩,issuer,0.35
104520,KIWOOM 블루칩,benchmarkName,0.35
104520,KIWOOM 블루칩,descriptions,0.35
104520,KIWOOM 블루칩,strategyFacts,0.35
104520,KIWOOM 블루칩,distribution,0.35
104520,KIWOOM 블루칩,sectorCountryWeights,0.35
104520,KIWOOM 블루칩,feesAndAssets,0.35
104530,KIWOOM 코리아고배당,issuer,0.35
104530,KIWOOM 코리아고배당,benchmarkName,0.35
104530,KIWOOM 코리아고배당,descriptions,0.35
104530,KIWOOM 코리아고배당,strategyFacts,0.35
104530,KIWOOM 코리아고배당,distribution,0.35
104530,KIWOOM 코리아고배당,sectorCountryWeights,0.35
104530,KIWOOM 코리아고배당,feesAndAssets,0.35
105190,ACE 200,issuer,0.35
105190,ACE 200,benchmarkName,0.35
105190,ACE 200,descriptions,0.35
105190,ACE 200,strategyFacts,0.35
105190,ACE 200,distribution,0.35
105190,ACE 200,sectorCountryWeights,0.35
105190,ACE 200,feesAndAssets,0.35
105780,RISE 5대그룹주,issuer,0.35
105780,RISE 5대그룹주,benchmarkName,0.35
105780,RISE 5대그룹주,descriptions,0.35
105780,RISE 5대그룹주,strategyFacts,0.35
105780,RISE 5대그룹주,distribution,0.35
105780,RISE 5대그룹주,sectorCountryWeights,0.35
105780,RISE 5대그룹주,feesAndAssets,0.35
108450,ACE 삼성그룹섹터가중,issuer,0.35
108450,ACE 삼성그룹섹터가중,benchmarkName,0.35
108450,ACE 삼성그룹섹터가중,descriptions,0.35
108450,ACE 삼성그룹섹터가중,strategyFacts,0.35
108450,ACE 삼성그룹섹터가중,distribution,0.35
108450,ACE 삼성그룹섹터가중,sectorCountryWeights,0.35
108450,ACE 삼성그룹섹터가중,feesAndAssets,0.35
108590,TREX 200,issuer,0.35
108590,TREX 200,benchmarkName,0.35
108590,TREX 200,descriptions,0.35
108590,TREX 200,strategyFacts,0.35
108590,TREX 200,distribution,0.35
108590,TREX 200,sectorCountryWeights,0.35
108590,TREX 200,feesAndAssets,0.35
114800,KODEX 인버스,descriptions,0.75
114800,KODEX 인버스,sectorCountryWeights,0.75
117460,KODEX 에너지화학,issuer,0.35
117460,KODEX 에너지화학,benchmarkName,0.35
117460,KODEX 에너지화학,descriptions,0.35
117460,KODEX 에너지화학,strategyFacts,0.35
117460,KODEX 에너지화학,distribution,0.35
117460,KODEX 에너지화학,sectorCountryWeights,0.35
117460,KODEX 에너지화학,feesAndAssets,0.35
117680,KODEX 철강,issuer,0.35
117680,KODEX 철강,benchmarkName,0.35
117680,KODEX 철강,descriptions,0.35
117680,KODEX 철강,strategyFacts,0.35
117680,KODEX 철강,distribution,0.35
117680,KODEX 철강,sectorCountryWeights,0.35
117680,KODEX 철강,feesAndAssets,0.35
117700,KODEX 건설,issuer,0.35
117700,KODEX 건설,benchmarkName,0.35
117700,KODEX 건설,descriptions,0.35
117700,KODEX 건설,strategyFacts,0.35
117700,KODEX 건설,distribution,0.35
117700,KODEX 건설,sectorCountryWeights,0.35
117700,KODEX 건설,feesAndAssets,0.35
122090,PLUS 코스피50,issuer,0.35
122090,PLUS 코스피50,benchmarkName,0.35
122090,PLUS 코스피50,descriptions,0.35
122090,PLUS 코스피50,strategyFacts,0.35
122090,PLUS 코스피50,distribution,0.35
122090,PLUS 코스피50,sectorCountryWeights,0.35
122090,PLUS 코스피50,feesAndAssets,0.35
122630,KODEX 레버리지,descriptions,0.75
122630,KODEX 레버리지,sectorCountryWeights,0.75
