etfCode,name,codeType,hasMetadata,coverageScore,holdingsCount,hasIssuer,hasFee,hasDistribution,taggedTagCount,tags
457930,BNK 미래전략기술액티브,krx_numeric,Y,0.45,10,N,N,N,0,
457990,PLUS 태양광&ESS,krx_numeric,Y,0.35,10,N,N,N,2,sector.clean_energy|sector.ev_battery
458030,WON 국공채머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
458210,KIWOOM CD금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
458250,TIGER 미국30년국채스트립액티브(합성 H),krx_numeric,N,,0,N,N,N,0,
458260,TIGER 미국투자등급회사채액티브(H),krx_numeric,N,,0,N,N,N,0,
458730,TIGER 미국배당다우존스,krx_numeric,N,,0,N,N,N,0,
458750,TIGER 미국배당다우존스타겟커버드콜1호,krx_numeric,N,,0,N,N,N,0,
458760,TIGER 미국배당다우존스타겟커버드콜2호,krx_numeric,N,,0,N,N,N,0,
459560,KODEX 테슬라밸류체인FactSet,krx_numeric,N,,0,N,N,N,0,
459580,KODEX CD금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
459750,RISE 글로벌주식분산액티브,krx_numeric,N,,0,N,N,N,0,
459790,KIWOOM 미국성장기업30액티브,krx_numeric,N,,0,N,N,N,0,
460270,KIWOOM 미국달러SOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
460660,RISE 미국S&P배당킹,krx_numeric,N,,0,N,N,N,0,
460960,ACE 글로벌인컴TOP10,krx_numeric,N,,0,N,N,N,0,
461340,HANARO 글로벌생성형AI액티브,krx_numeric,N,,0,N,N,N,0,
461450,KODEX 코스닥글로벌,krx_numeric,Y,0.35,10,N,N,N,0,
461460,PLUS 국고채10년액티브,krx_numeric,N,,0,N,N,N,0,
461490,RISE 글로벌자산배분액티브,krx_numeric,Y,0.45,10,N,N,N,0,
461500,HANARO 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
461580,TIGER 코스닥글로벌,krx_numeric,Y,0.35,10,N,N,N,0,
461600,SOL 미국30년국채액티브(H),krx_numeric,N,,0,N,N,N,0,
461900,PLUS 미국테크TOP10,krx_numeric,N,,0,N,N,N,0,
461910,PLUS 미국테크TOP10레버리지(합성),krx_numeric,N,,0,N,N,N,0,
461950,KODEX 2차전지핵심소재10,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
462010,TIGER 2차전지소재Fn,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
462330,KODEX 2차전지산업레버리지,krx_numeric,Y,0.45,10,N,N,N,2,strategy.leverage|sector.ev_battery
462340,에셋플러스 글로벌다이나믹시니어액티브,krx_numeric,N,,0,N,N,N,0,
462900,KoAct 바이오헬스케어액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.healthcare_bio_pharma
463050,TIME K바이오액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.healthcare_bio_pharma
463250,TIGER K방산&우주,krx_numeric,Y,0.35,10,N,N,N,1,sector.aerospace_defense
463290,1Q 단기금융채액티브,krx_numeric,N,,0,N,N,N,0,
463300,RISE 중국본토CSI300,krx_numeric,N,,0,N,N,N,0,
463640,KODEX 미국S&P500유틸리티,krx_numeric,N,,0,N,N,N,0,
463680,KODEX 미국S&P500테크놀로지,krx_numeric,N,,0,N,N,N,0,
463690,KODEX 미국S&P500커뮤니케이션,krx_numeric,N,,0,N,N,N,0,
464240,KIWOOM 26-09회사채(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
464310,TIGER 글로벌AI&로보틱스 INDXX,krx_numeric,N,,0,N,N,N,0,
464470,PLUS 미국채30년액티브,krx_numeric,N,,0,N,N,N,0,
464600,SOL 자동차소부장Fn,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
464610,SOL 의료기기소부장Fn,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
464920,PLUS 일본반도체소부장,krx_numeric,N,,0,N,N,N,0,
464930,TIGER 글로벌혁신블루칩TOP10,krx_numeric,N,,0,N,N,N,0,
465330,RISE 2차전지TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
465350,RISE 2차전지TOP10인버스(합성),krx_numeric,N,,0,N,N,N,0,
465580,ACE 미국빅테크TOP7 Plus,krx_numeric,N,,0,N,N,N,0,
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),krx_numeric,N,,0,N,N,N,0,
465620,ACE 미국빅테크TOP7 Plus인버스(합성),krx_numeric,N,,0,N,N,N,0,
465660,TIGER 일본반도체FACTSET,krx_numeric,N,,0,N,N,N,0,
465670,TIGER 미국캐시카우100,krx_numeric,N,,0,N,N,N,0,
465780,마이티 26-09 특수채(AAA)액티브,krx_numeric,N,,0,N,N,N,0,
466810,BNK 2차전지양극재,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
466920,SOL 조선TOP3플러스,krx_numeric,Y,0.35,10,N,N,N,0,
466930,SOL 자동차TOP3플러스,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
466940,TIGER 은행고배당플러스TOP10,krx_numeric,Y,0.35,10,N,N,N,2,sector.financials|dividend.korea_high_dividend
466950,TIGER 글로벌AI액티브,krx_numeric,N,,0,N,N,N,0,
468370,KODEX iShares미국인플레이션국채액티브,krx_numeric,N,,0,N,N,N,0,
468380,KODEX iShares미국하이일드액티브,krx_numeric,N,,0,N,N,N,0,
468630,KODEX iShares미국투자등급회사채액티브,krx_numeric,N,,0,N,N,N,0,
469050,RISE 미국반도체NYSE(H),krx_numeric,N,,0,N,N,N,0,
469060,RISE 미국반도체NYSE,krx_numeric,N,,0,N,N,N,0,
469070,RISE AI&로봇,krx_numeric,Y,0.35,10,N,N,N,0,
469150,ACE AI반도체TOP3+,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
469160,ACE 일본반도체,krx_numeric,N,,0,N,N,N,0,
469170,ACE 포스코그룹포커스,krx_numeric,Y,0.35,10,N,N,N,0,
469530,RISE 미국달러선물인버스,krx_numeric,N,,0,N,N,N,0,
469790,KIWOOM 코리아테크TOP10,krx_numeric,Y,0.35,10,N,N,N,2,sector.semiconductor|sector.tech_general
469830,SOL 초단기채권액티브,krx_numeric,N,,0,N,N,N,0,
470310,UNICORN 생성형AI강소기업액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.tech_general
471040,KoAct 글로벌AI&로봇액티브,krx_numeric,N,,0,N,N,N,0,
471230,KODEX 국고채10년액티브,krx_numeric,N,,0,N,N,N,0,
471460,KIWOOM 국고채30년액티브,krx_numeric,N,,0,N,N,N,0,
471760,TIGER AI반도체핵심공정,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
471780,TIGER 코리아테크액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.semiconductor
471990,KODEX AI반도체핵심장비,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
472150,TIGER 배당커버드콜액티브,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
472160,TIGER 미국테크TOP10 INDXX(H),krx_numeric,N,,0,N,N,N,0,
472170,TIGER 미국테크TOP10채권혼합,krx_numeric,N,,0,N,N,N,0,
472720,TRUSTON 주주가치액티브,krx_numeric,Y,0.45,10,N,N,N,0,
472830,RISE 미국30년국채커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
472840,IBK 200,krx_numeric,Y,0.35,10,N,N,N,0,
472870,RISE 미국30년국채엔화노출(합성 H),krx_numeric,N,,0,N,N,N,0,
472920,HK 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
473290,KODEX 26-12 회사채(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
473330,SOL 미국30년국채커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
473440,ACE 11월만기자동연장회사채AA-이상액티브,krx_numeric,N,,0,N,N,N,0,
473460,KODEX 미국서학개미,krx_numeric,N,,0,N,N,N,0,
473490,KIWOOM 글로벌AI반도체,krx_numeric,N,,0,N,N,N,0,
473590,ACE 미국주식베스트셀러,krx_numeric,N,,0,N,N,N,0,
473640,HANARO 글로벌금채굴기업,krx_numeric,N,,0,N,N,N,0,
474220,TIGER 미국테크TOP10타겟커버드콜,krx_numeric,N,,0,N,N,N,0,
474390,SOL 국고채30년액티브,krx_numeric,N,,0,N,N,N,0,
474590,WON 반도체밸류체인액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.semiconductor
474800,KIWOOM 미국원유에너지기업,krx_numeric,N,,0,N,N,N,0,
474920,에셋플러스 차이나일등기업포커스10액티브,krx_numeric,N,,0,N,N,N,0,
475050,ACE KPOP포커스,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
475070,KoAct 글로벌친환경전력인프라액티브,krx_numeric,N,,0,N,N,N,0,
475080,KODEX 테슬라커버드콜채권혼합액티브,krx_numeric,N,,0,N,N,N,0,
475260,ACE 2월만기자동연장회사채AA-이상액티브,krx_numeric,N,,0,N,N,N,0,
475270,ACE 5월만기자동연장회사채AA-이상액티브,krx_numeric,N,,0,N,N,N,0,
475280,ACE 8월만기자동연장회사채AA-이상액티브,krx_numeric,N,,0,N,N,N,0,
475300,SOL 반도체전공정,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
475310,SOL 반도체후공정,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
475350,RISE 버크셔포트폴리오TOP10,krx_numeric,N,,0,N,N,N,0,
475380,RISE 글로벌리얼티인컴,krx_numeric,N,,0,N,N,N,0,
475630,TIGER CD1년금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
475720,RISE 200위클리커버드콜,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
476000,UNICORN 포스트IPO액티브,krx_numeric,Y,0.45,10,N,N,N,0,
476030,SOL 미국나스닥100,krx_numeric,N,,0,N,N,N,0,
476070,KODEX 글로벌비만치료제TOP2 Plus,krx_numeric,N,,0,N,N,N,0,
476260,HANARO 반도체핵심공정주도주,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
476310,RISE 글로벌비만산업TOP2+,krx_numeric,N,,0,N,N,N,0,
476450,KIWOOM 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
476550,TIGER 미국30년국채커버드콜액티브(H),krx_numeric,N,,0,N,N,N,0,
476690,TIGER 글로벌비만치료제TOP2Plus,krx_numeric,N,,0,N,N,N,0,
476750,ACE 미국30년국채엔화노출액티브(H),krx_numeric,N,,0,N,N,N,0,
476760,ACE 미국30년국채액티브,krx_numeric,N,,0,N,N,N,0,
476800,KODEX 한국부동산리츠인프라,krx_numeric,Y,0.35,10,N,N,N,1,strategy.reit
476850,KoAct 배당성장액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.semiconductor
477050,PLUS 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
477080,RISE CD금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
477490,에셋플러스 글로벌일등기업포커스10액티브,krx_numeric,N,,0,N,N,N,0,
477730,KODEX 인도타타그룹,krx_numeric,N,,0,N,N,N,0,
478150,TIME 글로벌우주테크&방산액티브,krx_numeric,N,,0,N,N,N,0,
479080,1Q 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
479520,RISE KOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
479620,SOL 미국AI반도체칩메이커,krx_numeric,N,,0,N,N,N,0,
479730,TIGER 인도빌리언컨슈머,krx_numeric,N,,0,N,N,N,0,
479850,HANARO K-뷰티,krx_numeric,Y,0.35,10,N,N,N,0,
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
480030,ACE 미국500데일리타겟커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
480040,ACE 미국반도체데일리타겟커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
480260,TIGER 27-04회사채(A+이상)액티브,krx_numeric,N,,0,N,N,N,0,
480310,TIGER 글로벌온디바이스AI,krx_numeric,N,,0,N,N,N,0,
480460,WON 한국부동산TOP3플러스,krx_numeric,Y,0.35,10,N,N,N,1,strategy.reit
481050,KODEX CD1년금리플러스액티브(합성),krx_numeric,N,,0,N,N,N,0,
481060,KODEX 미국30년국채타겟커버드콜(합성 H),krx_numeric,N,,0,N,N,N,0,
481180,SOL 미국AI소프트웨어,krx_numeric,N,,0,N,N,N,0,
481190,SOL 미국테크TOP10,krx_numeric,N,,0,N,N,N,0,
481340,RISE 미국30년국채액티브,krx_numeric,N,,0,N,N,N,0,
481430,RISE 국고채10년액티브,krx_numeric,N,,0,N,N,N,0,
482030,KoAct 반도체&2차전지핵심소재액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.semiconductor|sector.ev_battery
482730,TIGER 미국S&P500타겟데일리커버드콜,krx_numeric,N,,0,N,N,N,0,
483020,KIWOOM 의료AI,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
483030,KIWOOM 미국블록버스터바이오테크의약품+,krx_numeric,N,,0,N,N,N,0,
483280,KODEX 미국AI테크TOP10타겟커버드콜,krx_numeric,N,,0,N,N,N,0,
483290,KODEX 미국배당다우존스타겟커버드콜,krx_numeric,N,,0,N,N,N,0,
483320,ACE 엔비디아밸류체인액티브,krx_numeric,N,,0,N,N,N,0,
483330,ACE 마이크로소프트밸류체인액티브,krx_numeric,N,,0,N,N,N,0,
483340,ACE 구글밸류체인액티브,krx_numeric,N,,0,N,N,N,0,
483570,KCGI 미국S&P500 TOP10,krx_numeric,N,,0,N,N,N,0,
484790,KODEX 미국30년국채액티브(H),krx_numeric,N,,0,N,N,N,0,
484880,SOL 금융지주플러스고배당,krx_numeric,Y,0.35,10,N,N,N,2,sector.financials|dividend.korea_high_dividend
484890,SOL 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
485540,KODEX 미국AI테크TOP10,krx_numeric,N,,0,N,N,N,0,
485690,RISE 미국AI밸류체인TOP3Plus,krx_numeric,N,,0,N,N,N,0,
485810,TIME 글로벌바이오액티브,krx_numeric,N,,0,N,N,N,0,
486240,DAISHIN343 AI반도체&인프라액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.semiconductor|sector.ai_power_infrastructure
486290,TIGER 미국나스닥100타겟데일리커버드콜,krx_numeric,N,,0,N,N,N,0,
486450,SOL 미국AI전력인프라,krx_numeric,N,,0,N,N,N,0,
486830,HANARO 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
487130,KoAct AI인프라액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.semiconductor|sector.ai_power_infrastructure
487230,KODEX 미국AI전력핵심인프라,krx_numeric,N,,0,N,N,N,0,
487240,KODEX AI전력핵심설비,krx_numeric,Y,0.35,10,N,N,N,1,sector.ai_power_infrastructure
487340,ACE 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
487750,BNK 온디바이스AI,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
487910,ACE 인도컨슈머파워액티브,krx_numeric,N,,0,N,N,N,0,
487920,ACE 인도시장대표BIG5그룹액티브,krx_numeric,N,,0,N,N,N,0,
487950,KODEX 대만테크고배당다우존스,krx_numeric,N,,0,N,N,N,0,
488080,TIGER 반도체TOP10레버리지,krx_numeric,Y,0.45,10,N,N,N,2,strategy.leverage|sector.semiconductor
488200,KIWOOM K-2차전지북미공급망,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
488210,KIWOOM K-반도체북미공급망,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
488290,MIDAS 일본테크액티브,krx_numeric,N,,0,N,N,N,0,
488480,RISE 일본섹터TOP4Plus,krx_numeric,N,,0,N,N,N,0,
488500,TIGER 미국S&P500동일가중,krx_numeric,N,,0,N,N,N,0,
488720,WON 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
488770,KODEX 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
488980,SOL 26-12 회사채(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
489000,PLUS 일본엔화초단기국채(합성),krx_numeric,N,,0,N,N,N,0,
489010,PLUS 글로벌AI인프라,krx_numeric,N,,0,N,N,N,0,
489030,PLUS 고배당주위클리커버드콜,krx_numeric,Y,0.45,10,N,N,N,2,dividend.covered_call|dividend.korea_high_dividend
489250,KODEX 미국배당다우존스,krx_numeric,N,,0,N,N,N,0,
489290,WON 미국빌리어네어,krx_numeric,N,,0,N,N,N,0,
489860,KIWOOM 글로벌전력GRID인프라,krx_numeric,N,,0,N,N,N,0,
490090,TIGER 미국AI빅테크10,krx_numeric,N,,0,N,N,N,0,
490330,KoAct 미국치매&뇌질환치료제액티브,krx_numeric,N,,0,N,N,N,0,
490480,SOL K방산,krx_numeric,Y,0.35,10,N,N,N,1,sector.aerospace_defense
490490,SOL 미국배당미국채혼합50,krx_numeric,N,,0,N,N,N,0,
490590,RISE 미국AI밸류체인데일리고정커버드콜,krx_numeric,N,,0,N,N,N,0,
490600,RISE 미국배당100데일리고정커버드콜,krx_numeric,N,,0,N,N,N,0,
491010,TIGER 글로벌AI전력인프라액티브,krx_numeric,N,,0,N,N,N,0,
491090,KODEX 미국테크TOP3플러스,krx_numeric,N,,0,N,N,N,0,
491220,PLUS 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
491230,PLUS 국공채머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
491510,파워 K-주주가치액티브,krx_numeric,Y,0.45,10,N,N,N,0,
491610,1Q CD금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
491620,RISE 미국테크100데일리고정커버드콜,krx_numeric,N,,0,N,N,N,0,
491630,RISE 미국반도체인버스(합성 H),krx_numeric,N,,0,N,N,N,0,
491700,HK 200,krx_numeric,Y,0.35,10,N,N,N,0,
491820,HANARO 전력설비투자,krx_numeric,Y,0.35,10,N,N,N,1,sector.ai_power_infrastructure
491830,TIGER 미국AI반도체팹리스,krx_numeric,N,,0,N,N,N,0,
492500,1Q 현대차그룹채권(A+이상)&국고통안,krx_numeric,N,,0,N,N,N,0,
493420,SOL 미국배당다우존스2호,krx_numeric,N,,0,N,N,N,0,
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,krx_numeric,N,,0,N,N,N,0,
494180,TIME 글로벌소비트렌드액티브,krx_numeric,N,,0,N,N,N,0,
494210,SOL 미국500타겟데일리커버드콜액티브,krx_numeric,N,,0,N,N,N,0,
494220,UNICORN SK하이닉스밸류체인액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.semiconductor
494300,KODEX 미국나스닥100데일리커버드콜OTM,krx_numeric,N,,0,N,N,N,0,
494310,KODEX 반도체레버리지,krx_numeric,Y,0.45,10,N,N,N,2,strategy.leverage|sector.semiconductor
494330,ACE 라이프자산주주가치액티브,krx_numeric,Y,0.45,10,N,N,N,0,
494340,ACE 글로벌AI맞춤형반도체,krx_numeric,N,,0,N,N,N,0,
494410,PLUS 미국S&P500성장주,krx_numeric,N,,0,N,N,N,0,
494420,PLUS 미국배당증가성장주데일리커버드콜,krx_numeric,N,,0,N,N,N,0,
494670,TIGER 조선TOP10,krx_numeric,Y,0.35,10,N,N,N,0,
494840,TIGER 미국방산TOP10,krx_numeric,N,,0,N,N,N,0,
494890,KODEX 200액티브,krx_numeric,Y,0.45,10,N,N,N,0,
495040,PLUS 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495050,RISE 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495060,TIME 코리아밸류업액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.value_up
495230,KoAct 코리아밸류업액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.value_up
495330,1Q 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495550,SOL 코리아밸류업TR,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495750,HANARO 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495850,KODEX 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
495940,RISE 미국AI테크액티브,krx_numeric,N,,0,N,N,N,0,
496020,WON 전단채플러스액티브,krx_numeric,N,,0,N,N,N,0,
496080,TIGER 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
496090,KIWOOM 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
496120,ACE 코리아밸류업,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value_up
496130,TRUSTON 코리아밸류업액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.value_up
496770,PLUS 글로벌방산,krx_numeric,N,,0,N,N,N,0,
497510,ACE 글로벌빅파마,krx_numeric,N,,0,N,N,N,0,
497520,ACE 일라이릴리밸류체인,krx_numeric,N,,0,N,N,N,0,
497570,TIGER 미국필라델피아AI반도체나스닥,krx_numeric,N,,0,N,N,N,0,
497780,KoAct 미국천연가스인프라액티브,krx_numeric,N,,0,N,N,N,0,
497880,SOL CD금리&머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
498050,HANARO 바이오코리아액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.healthcare_bio_pharma
498180,파워 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
498270,KIWOOM 미국양자컴퓨팅,krx_numeric,N,,0,N,N,N,0,
498400,KODEX 200타겟위클리커버드콜,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,krx_numeric,Y,0.45,10,N,N,N,3,dividend.covered_call|sector.financials|dividend.korea_high_dividend
498610,RISE 인도디지털성장,krx_numeric,N,,0,N,N,N,0,
498860,RISE 코리아금융고배당,krx_numeric,Y,0.35,10,N,N,N,2,sector.financials|dividend.korea_high_dividend
499150,SOL 미국S&P500엔화노출(H),krx_numeric,N,,0,N,N,N,0,
499660,TIGER CD금리플러스액티브(합성),krx_numeric,N,,0,N,N,N,0,
