universeKey,shortCode,name,status,score,grade,provenanceSelected,provenanceBacked,regionEligibility,regionEvidence,sectorEligibility,sectorEvidence,dividendEligibility,dividendEvidence
442560,442560,RISE TDF2040액티브 적격,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
442570,442570,RISE TDF2050액티브 적격,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
442580,442580,PLUS 글로벌HBM반도체,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
444200,444200,SOL 코리아메가테크액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
444490,444490,WON 미국S&P500,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
445150,445150,KODEX 친환경조선해운액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
445290,445290,KODEX 로봇액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
445690,445690,BNK 주주가치액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
445910,445910,TIGER MKF배당귀족,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
446690,446690,KODEX 아시아AI반도체exChina액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
446700,446700,RISE 배터리 리사이클링,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
446720,446720,SOL 미국배당다우존스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
446770,446770,ACE 글로벌반도체TOP4 Plus,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
447430,447430,ACE 주주환원가치주액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
447620,447620,SOL 미국TOP5채권혼합50,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
447660,447660,PLUS 애플채권혼합,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
447770,447770,TIGER 테슬라채권혼합Fn,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
448100,448100,WON 200,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
448290,448290,TIGER 미국S&P500(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
448300,448300,TIGER 미국나스닥100(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
448330,448330,KODEX 삼성전자채권혼합,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
448490,448490,HANARO 32-10 국고채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
448540,448540,ACE 엔비디아채권혼합,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
448570,448570,FOCUS AI코리아액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
448630,448630,RISE 삼성그룹Top3채권혼합,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
449170,449170,TIGER KOFR금리액티브(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
449180,449180,KODEX 미국S&P500(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
449190,449190,KODEX 미국나스닥100(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
449450,449450,PLUS K방산,partial,76,A,12,12,unknown,n/a,unknown,n/a,eligible,ready
449580,449580,RISE 테슬라애플아마존채권혼합,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
449680,449680,TIGER 한중전기차(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
449690,449690,TIGER 한중반도체(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
449770,449770,KIWOOM 미국S&P500,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
449780,449780,KIWOOM 미국S&P500(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
450180,450180,KODEX 한중전기차(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
450190,450190,KODEX 한중반도체(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
450910,450910,SOL 코스닥150,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
451000,451000,PLUS 종합채권(AA-이상)액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
451060,451060,1Q 200액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
451150,451150,에셋플러스 글로벌영에이지액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
451530,451530,TIGER 국고채30년스트립액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
451540,451540,TIGER 종합채권(AA-이상)액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
451600,451600,PLUS 국고채30년액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
451670,451670,RISE 국채30년레버리지(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
452250,452250,ACE 미국30년국채선물레버리지(합성 H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
452360,452360,SOL 미국배당다우존스(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
453010,453010,PLUS KOFR금리,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
453060,453060,HANARO KOFR금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453080,453080,KIWOOM 미국나스닥100(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453330,453330,RISE 미국S&P500(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
453630,453630,KODEX 미국S&P500필수소비재,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453640,453640,KODEX 미국S&P500헬스케어,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453650,453650,KODEX 미국S&P500금융,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453660,453660,KODEX 미국S&P500경기소비재,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453810,453810,KODEX 인도Nifty50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453820,453820,KODEX 인도Nifty50레버리지(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453850,453850,ACE 미국30년국채액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
453870,453870,TIGER 인도니프티50,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
453950,453950,TIGER TSMC파운드리밸류체인,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
454180,454180,KIWOOM 차이나내수소비TOP CSI,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
454320,454320,HANARO CAPEX설비투자iSelect,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
454780,454780,KIWOOM 종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
455030,455030,KODEX 미국달러SOFR금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
455660,455660,ACE 미국하이일드액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
455850,455850,SOL AI반도체소부장,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
455860,455860,SOL 2차전지소부장Fn,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
455890,455890,RISE 머니마켓액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
455960,455960,RISE 미국달러SOFR금리액티브(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
456200,456200,PLUS 미국달러SOFR금리액티브(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
456250,456250,KODEX 유럽명품TOP10 STOXX,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
456600,456600,TIME 글로벌AI인공지능액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
456610,456610,TIGER 미국달러SOFR금리액티브(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
456680,456680,TIGER 차이나전기차레버리지(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
456880,456880,ACE 미국달러SOFR금리(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
457480,457480,ACE 테슬라밸류체인액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
457690,457690,KODEX 33-06 국고채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
457700,457700,KODEX 53-09 국고채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
457930,457930,BNK 미래전략기술액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
457990,457990,PLUS 태양광&ESS,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
458030,458030,WON 국공채머니마켓액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
458210,458210,KIWOOM CD금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
458250,458250,TIGER 미국30년국채스트립액티브(합성 H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
458260,458260,TIGER 미국투자등급회사채액티브(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
458730,458730,TIGER 미국배당다우존스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
458750,458750,TIGER 미국배당다우존스타겟커버드콜1호,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
458760,458760,TIGER 미국배당다우존스타겟커버드콜2호,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
459560,459560,KODEX 테슬라밸류체인FactSet,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
459580,459580,KODEX CD금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
459750,459750,RISE 글로벌주식분산액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
459790,459790,KIWOOM 미국성장기업30액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
460270,460270,KIWOOM 미국달러SOFR금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
460660,460660,RISE 미국S&P배당킹,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
460960,460960,ACE 글로벌인컴TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
461340,461340,HANARO 글로벌생성형AI액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
461450,461450,KODEX 코스닥글로벌,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
461460,461460,PLUS 국고채10년액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
461490,461490,RISE 글로벌자산배분액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
461500,461500,HANARO 종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
461580,461580,TIGER 코스닥글로벌,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
461600,461600,SOL 미국30년국채액티브(H),partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
461900,461900,PLUS 미국테크TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
461910,461910,PLUS 미국테크TOP10레버리지(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
461950,461950,KODEX 2차전지핵심소재10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
462010,462010,TIGER 2차전지소재Fn,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
462330,462330,KODEX 2차전지산업레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
462340,462340,에셋플러스 글로벌다이나믹시니어액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
462900,462900,KoAct 바이오헬스케어액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
463050,463050,TIME K바이오액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
463250,463250,TIGER K방산&우주,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
463290,463290,1Q 단기금융채액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
463300,463300,RISE 중국본토CSI300,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
463640,463640,KODEX 미국S&P500유틸리티,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
463680,463680,KODEX 미국S&P500테크놀로지,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
463690,463690,KODEX 미국S&P500커뮤니케이션,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
464240,464240,KIWOOM 26-09회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
464310,464310,TIGER 글로벌AI&로보틱스 INDXX,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
464470,464470,PLUS 미국채30년액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
464600,464600,SOL 자동차소부장Fn,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
464610,464610,SOL 의료기기소부장Fn,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
464920,464920,PLUS 일본반도체소부장,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
464930,464930,TIGER 글로벌혁신블루칩TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
465330,465330,RISE 2차전지TOP10,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
465350,465350,RISE 2차전지TOP10인버스(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
465580,465580,ACE 미국빅테크TOP7 Plus,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
465610,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
465620,465620,ACE 미국빅테크TOP7 Plus인버스(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
465660,465660,TIGER 일본반도체FACTSET,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
465670,465670,TIGER 미국캐시카우100,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
465780,465780,마이티 26-09 특수채(AAA)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
466810,466810,BNK 2차전지양극재,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
466920,466920,SOL 조선TOP3플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
466930,466930,SOL 자동차TOP3플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
466940,466940,TIGER 은행고배당플러스TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
466950,466950,TIGER 글로벌AI액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
468370,468370,KODEX iShares미국인플레이션국채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
468380,468380,KODEX iShares미국하이일드액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
468630,468630,KODEX iShares미국투자등급회사채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
469050,469050,RISE 미국반도체NYSE(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
469060,469060,RISE 미국반도체NYSE,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
469070,469070,RISE AI&로봇,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
469150,469150,ACE AI반도체TOP3+,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
469160,469160,ACE 일본반도체,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
469170,469170,ACE 포스코그룹포커스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
469530,469530,RISE 미국달러선물인버스,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
469790,469790,KIWOOM 코리아테크TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
469830,469830,SOL 초단기채권액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
470310,470310,UNICORN 생성형AI강소기업액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
471040,471040,KoAct 글로벌AI&로봇액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
471230,471230,KODEX 국고채10년액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
471460,471460,KIWOOM 국고채30년액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
471760,471760,TIGER AI반도체핵심공정,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
471780,471780,TIGER 코리아테크액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
471990,471990,KODEX AI반도체핵심장비,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
472150,472150,TIGER 배당커버드콜액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
472160,472160,TIGER 미국테크TOP10 INDXX(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
472170,472170,TIGER 미국테크TOP10채권혼합,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
472720,472720,TRUSTON 주주가치액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
472830,472830,RISE 미국30년국채커버드콜(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
472840,472840,IBK 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
472870,472870,RISE 미국30년국채엔화노출(합성 H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
472920,472920,HK 종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473290,473290,KODEX 26-12 회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473330,473330,SOL 미국30년국채커버드콜(합성),partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
473440,473440,ACE 11월만기자동연장회사채AA-이상액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473460,473460,KODEX 미국서학개미,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473490,473490,KIWOOM 글로벌AI반도체,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473590,473590,ACE 미국주식베스트셀러,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
473640,473640,HANARO 글로벌금채굴기업,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
474220,474220,TIGER 미국테크TOP10타겟커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
474390,474390,SOL 국고채30년액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
474590,474590,WON 반도체밸류체인액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
474800,474800,KIWOOM 미국원유에너지기업,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
474920,474920,에셋플러스 차이나일등기업포커스10액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
475050,475050,ACE KPOP포커스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
475070,475070,KoAct 글로벌친환경전력인프라액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
475080,475080,KODEX 테슬라커버드콜채권혼합액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
475260,475260,ACE 2월만기자동연장회사채AA-이상액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
475270,475270,ACE 5월만기자동연장회사채AA-이상액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
475280,475280,ACE 8월만기자동연장회사채AA-이상액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
475300,475300,SOL 반도체전공정,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
475310,475310,SOL 반도체후공정,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
475350,475350,RISE 버크셔포트폴리오TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
475380,475380,RISE 글로벌리얼티인컴,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
475630,475630,TIGER CD1년금리액티브(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
475720,475720,RISE 200위클리커버드콜,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
476000,476000,UNICORN 포스트IPO액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
476030,476030,SOL 미국나스닥100,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
476070,476070,KODEX 글로벌비만치료제TOP2 Plus,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
476260,476260,HANARO 반도체핵심공정주도주,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
476310,476310,RISE 글로벌비만산업TOP2+,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
476450,476450,KIWOOM 머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
476550,476550,TIGER 미국30년국채커버드콜액티브(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
476690,476690,TIGER 글로벌비만치료제TOP2Plus,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
476750,476750,ACE 미국30년국채엔화노출액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
476760,476760,ACE 미국30년국채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
476800,476800,KODEX 한국부동산리츠인프라,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
476850,476850,KoAct 배당성장액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
477050,477050,PLUS 머니마켓액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
477080,477080,RISE CD금리액티브(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
477490,477490,에셋플러스 글로벌일등기업포커스10액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
477730,477730,KODEX 인도타타그룹,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
478150,478150,TIME 글로벌우주테크&방산액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
479080,479080,1Q 머니마켓액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
479520,479520,RISE KOFR금리액티브(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
479620,479620,SOL 미국AI반도체칩메이커,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
479730,479730,TIGER 인도빌리언컨슈머,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
479850,479850,HANARO K-뷰티,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
480020,480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
480030,480030,ACE 미국500데일리타겟커버드콜(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
480040,480040,ACE 미국반도체데일리타겟커버드콜(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
480260,480260,TIGER 27-04회사채(A+이상)액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
480310,480310,TIGER 글로벌온디바이스AI,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
480460,480460,WON 한국부동산TOP3플러스,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
481050,481050,KODEX CD1년금리플러스액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
481060,481060,KODEX 미국30년국채타겟커버드콜(합성 H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
481180,481180,SOL 미국AI소프트웨어,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
481190,481190,SOL 미국테크TOP10,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
481340,481340,RISE 미국30년국채액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
481430,481430,RISE 국고채10년액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
482030,482030,KoAct 반도체&2차전지핵심소재액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
482730,482730,TIGER 미국S&P500타겟데일리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
483020,483020,KIWOOM 의료AI,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
483030,483030,KIWOOM 미국블록버스터바이오테크의약품+,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483280,483280,KODEX 미국AI테크TOP10타겟커버드콜,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483290,483290,KODEX 미국배당다우존스타겟커버드콜,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483320,483320,ACE 엔비디아밸류체인액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483330,483330,ACE 마이크로소프트밸류체인액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483340,483340,ACE 구글밸류체인액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
483570,483570,KCGI 미국S&P500 TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
484790,484790,KODEX 미국30년국채액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
484880,484880,SOL 금융지주플러스고배당,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
484890,484890,SOL 머니마켓액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
485540,485540,KODEX 미국AI테크TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
485690,485690,RISE 미국AI밸류체인TOP3Plus,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
485810,485810,TIME 글로벌바이오액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
486240,486240,DAISHIN343 AI반도체&인프라액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
486290,486290,TIGER 미국나스닥100타겟데일리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
486450,486450,SOL 미국AI전력인프라,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
486830,486830,HANARO 머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
487130,487130,KoAct AI인프라액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
