universeKey,shortCode,name,status,score,grade,provenanceSelected,provenanceBacked,regionEligibility,regionEvidence,sectorEligibility,sectorEvidence,dividendEligibility,dividendEvidence
0000D0,0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),partial,68,B,12,12,unknown,n/a,unknown,n/a,eligible,insufficient
0000H0,0000H0,KODEX 인도Nifty미드캡100,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0000J0,0000J0,PLUS 한화그룹주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0000Y0,0000Y0,HK 26-12 회사채(AA-이상)액티브,partial,33,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
0000Z0,0000Z0,RISE 바이오TOP10액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0001P0,0001P0,마이티 바이오시밀러&CDMO액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0002C0,0002C0,에셋플러스 인도일등기업포커스20액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0004G0,0004G0,1Q 미국배당TOP30,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0005A0,0005A0,KODEX 미국S&P500데일리커버드콜OTM,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0005C0,0005C0,RISE 미국S&P500엔화노출(합성 H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0005D0,0005D0,SOL 전고체배터리&실리콘음극재,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0005G0,0005G0,IBK K-AI반도체코어테크,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
0007F0,0007F0,KODEX 27-12 회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0007G0,0007G0,PLUS 글로벌원자력밸류체인,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0007N0,0007N0,아이엠에셋 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0008E0,0008E0,ACE 미국중심중소형제조업,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0008S0,0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0008T0,0008T0,SOL 화장품TOP3플러스,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0013P0,0013P0,RISE 미국은행TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0013R0,0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0015B0,0015B0,KoAct 미국나스닥성장기업액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0015E0,0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0015F0,0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0015K0,0015K0,TIGER 미국소비트렌드액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0016X0,0016X0,SOL 중단기회사채(A-이상)액티브,partial,76,A,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0017Y0,0017Y0,1Q 종합채권(AA-이상)액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0018C0,0018C0,PLUS 고배당주위클리고정커버드콜,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0018Z0,0018Z0,RISE 미국양자컴퓨팅,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0019K0,0019K0,TIME 미국나스닥100채권혼합50액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0020H0,0020H0,KoAct 글로벌양자컴퓨팅액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0022T0,0022T0,SOL 국제금커버드콜액티브,partial,76,A,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0023A0,0023A0,SOL 미국양자컴퓨팅TOP10,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0023B0,0023B0,PLUS 미국양자컴퓨팅TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0025N0,0025N0,TIGER TDF2045 적격,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0026E0,0026E0,KODEX 미국S&P500버퍼3월액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0026S0,0026S0,1Q 미국S&P500,partial,53,C,11,11,unknown,n/a,unknown,n/a,eligible,insufficient
0028X0,0028X0,KODEX 미국금융테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0035T0,0035T0,PLUS 글로벌휴머노이드로봇액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0036D0,0036D0,TIME 미국배당다우존스액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0036R0,0036R0,RISE 미국휴머노이드로봇,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0036Z0,0036Z0,RISE 미국천연가스밸류체인,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0038A0,0038A0,KODEX 미국휴머노이드로봇,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0040S0,0040S0,HANARO 글로벌피지컬AI액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0040X0,0040X0,SOL 팔란티어미국채커버드콜혼합,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0040Y0,0040Y0,SOL 팔란티어커버드콜OTM채권혼합,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0041D0,0041D0,KODEX 미국AI소프트웨어TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0041E0,0041E0,KODEX 미국S&P500액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0043B0,0043B0,TIGER 머니마켓액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0043Y0,0043Y0,TIME 차이나AI테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0046A0,0046A0,TIGER 미국초단기(3개월이하)국채,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0046Y0,0046Y0,ACE 미국배당퀄리티,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0047A0,0047A0,TIGER 차이나테크TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0047N0,0047N0,PLUS 차이나AI테크TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0047P0,0047P0,RISE 테슬라고정테크100,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0047R0,0047R0,RISE 팔란티어고정테크100,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0048J0,0048J0,KODEX 미국머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0048K0,0048K0,KODEX 차이나휴머노이드로봇,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0049K0,0049K0,ACE 미국배당퀄리티채권혼합50,partial,33,C,8,8,unknown,n/a,unknown,n/a,eligible,insufficient
0049M0,0049M0,ACE 미국배당퀄리티+커버드콜액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0050E0,0050E0,PLUS 미국AI에이전트,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0051A0,0051A0,KoAct 브로드컴밸류체인액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0051G0,0051G0,SOL 미국원자력SMR,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0052D0,0052D0,TIGER 코리아배당다우존스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0052S0,0052S0,1Q 미국S&P500미국채혼합50액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0052T0,0052T0,1Q 중단기회사채(A-이상)액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0053L0,0053L0,TIGER 차이나휴머노이드로봇,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0053M0,0053M0,더제이 중소형포커스액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0057H0,0057H0,PLUS 미국S&P500미국채혼합50액티브,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0060H0,0060H0,TIGER 토탈월드스탁액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0061Z0,0061Z0,RISE 단기특수은행채액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0064K0,0064K0,KODEX 금액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0065G0,0065G0,KODEX 차이나테크TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0066W0,0066W0,SOL 국제금,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0067V0,0067V0,TIGER 차이나글로벌리더스TOP3+,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0067Y0,0067Y0,TIGER 차이나AI소프트웨어,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0068M0,0068M0,KODEX 미국S&P500버퍼6월액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0069M0,0069M0,1Q 미국나스닥100,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0072R0,0072R0,TIGER KRX금현물,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0073X0,0073X0,FOCUS 알리바바미국채커버드콜혼합,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0074K0,0074K0,KoAct K수출핵심기업TOP30액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0078V0,0078V0,PLUS 미국로보택시,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0079X0,0079X0,ACE BYD밸류체인액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0080G0,0080G0,KODEX 방산TOP10,partial,48,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
0080X0,0080X0,SOL 미국S&P500미국채혼합50,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0080Y0,0080Y0,SOL 조선TOP3플러스레버리지,partial,76,A,12,12,unknown,n/a,unknown,n/a,eligible,ready
0082F0,0082F0,HANARO 유럽방산,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0082V0,0082V0,KODEX TDF2060액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0083S0,0083S0,1Q 미국메디컬AI,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0084D0,0084D0,KIWOOM 미국테크100월간목표헤지액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0084E0,0084E0,KIWOOM 미국대형주500월간목표헤지액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0085N0,0085N0,ACE 미국10년국채액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0085P0,0085P0,ACE 미국10년국채액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0086B0,0086B0,TIGER 리츠부동산인프라TOP10액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0086C0,0086C0,TIGER 리츠부동산인프라10채권혼합액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0087F0,0087F0,ACE 차이나AI빅테크TOP2+액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0088N0,0088N0,WON K-글로벌수급상위,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0089B0,0089B0,PLUS 미국나스닥100미국채혼합50,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0089C0,0089C0,KODEX 미국S&P500변동성확대시커버드콜,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0089D0,0089D0,KODEX 금융고배당TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0090B0,0090B0,PLUS K방산소부장,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0091C0,0091C0,KODEX 미국10년국채액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0091M0,0091M0,HANARO 27-06 회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0091P0,0091P0,TIGER 코리아원자력,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0092B0,0092B0,SOL 한국원자력SMR,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0092C0,0092C0,SOL 27-12 회사채(AA-이상)액티브,partial,76,A,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0093A0,0093A0,RISE AI반도체TOP10,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0093B0,0093B0,RISE 엔비디아고정테크100,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0093D0,0093D0,KoAct 팔란티어밸류체인액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0094K0,0094K0,TIGER 28-04 회사채(A+이상)액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0094L0,0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0094M0,0094M0,RISE 코리아밸류업위클리고정커버드콜,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0094X0,0094X0,1Q 샤오미밸류체인액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0097L0,0097L0,KIWOOM 한국고배당&미국AI테크,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0098F0,0098F0,KODEX 원자력SMR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0098N0,0098N0,PLUS 자사주매입고배당주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0098Z0,0098Z0,FOCUS 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0099L0,0099L0,ACE 우량회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0100K0,0100K0,KODEX 방산TOP10레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0101N0,0101N0,RISE AI전력인프라,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0102A0,0102A0,TIGER 미국AI소프트웨어TOP4Plus,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0102X0,0102X0,ACE 유럽방산TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0103T0,0103T0,1Q K소버린AI,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0104G0,0104G0,PLUS K방산레버리지,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0104H0,0104H0,KoAct 미국나스닥채권혼합50액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0104N0,0104N0,TIGER 200타겟위클리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0104P0,0104P0,TIGER 코리아배당다우존스위클리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0105D0,0105D0,SOL 한국AI소프트웨어,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0105E0,0105E0,SOL 코리아고배당,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0107F0,0107F0,KIWOOM 미국고배당&AI테크,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0111J0,0111J0,HANARO 증권고배당TOP3플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0111P0,0111P0,1Q 미국나스닥100미국채혼합50액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0112X0,0112X0,마이티 200TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0113D0,0113D0,TIME 글로벌탑픽액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0113G0,0113G0,KoAct 미국바이오헬스케어액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0113P0,0113P0,HK 머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0114X0,0114X0,RISE 글로벌게임테크TOP3Plus,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0115C0,0115C0,RISE 미국고배당다우존스TOP10,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0115D0,0115D0,KODEX 조선TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0115E0,0115E0,KODEX 코리아소버린AI,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0117L0,0117L0,KODEX 26-12 금융채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0117V0,0117V0,TIGER 코리아AI전력기기TOP3플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0118S0,0118S0,SOL 미국넥스트테크TOP10액티브,partial,76,A,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0118Z0,0118Z0,ACE 미국AI테크핵심산업액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0119H0,0119H0,KODEX 28-12 회사채(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0120J0,0120J0,BNK 카카오그룹포커스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0122W0,0122W0,RISE 26-11 회사채(AA-이상)액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0123G0,0123G0,TIGER 미국AI전력SMR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0123S0,0123S0,HANARO 26-12 은행채(AA+이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0127M0,0127M0,ACE 미국대형가치주액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0127P0,0127P0,ACE 미국대형성장주액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0127R0,0127R0,RISE 미국AI클라우드인프라,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0127T0,0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0127V0,0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0128D0,0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0131A0,0131A0,SOL 차이나소비트렌드,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0131V0,0131V0,1Q 미국우주항공테크,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0131W0,0131W0,1Q 단기특수은행채액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0132D0,0132D0,KoAct 글로벌K컬처밸류체인액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0132H0,0132H0,KODEX 미국원자력SMR,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0132K0,0132K0,PLUS 테슬라위클리커버드콜채권혼합,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0133E0,0133E0,TIGER 차이나증권,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0135Y0,0135Y0,IBK 중기종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0137V0,0137V0,KIWOOM 미국S&P500모멘텀,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0137W0,0137W0,KIWOOM 미국S&P500&GOLD,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0138D0,0138D0,RISE 동학개미,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0138T0,0138T0,RISE 미국S&P500데일리고정커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0138Y0,0138Y0,PLUS 금채권혼합,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0139F0,0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0139P0,0139P0,ACE 고배당주,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0141S0,0141S0,SOL 조선기자재,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0141T0,0141T0,SOL 중기종합채권(AA-이상)액티브,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0142D0,0142D0,TIGER 미국AI데이터센터TOP4Plus,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0144L0,0144L0,KODEX 미국성장커버드콜액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0144M0,0144M0,KODEX 미국드론UAM TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0148J0,0148J0,TIGER 코리아휴머노이드로봇산업,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0150K0,0150K0,KoAct 수소전력ESS인프라액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0151P0,0151P0,RISE 코리아전략산업액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0151S0,0151S0,KODEX 미국AI반도체TOP3플러스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0152E0,0152E0,SOL 배당성향탑픽액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0153K0,0153K0,KODEX 주주환원고배당주,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0153P0,0153P0,ACE 리츠부동산인프라액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0153X0,0153X0,PLUS 미국고배당주액티브,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0154F0,0154F0,WON 초대형IB&금융지주,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0154H0,0154H0,KoAct 차이나바이오헬스케어액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0155M0,0155M0,ACE 미국SMR원자력TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0155N0,0155N0,HANARO K휴머노이드테마TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0162L0,0162L0,KODEX 차이나AI반도체TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0162M0,0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0162Y0,0162Y0,TIME 코스닥액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0162Z0,0162Z0,RISE 삼성전자SK하이닉스채권혼합50,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0163Y0,0163Y0,KoAct 코스닥액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0164G0,0164G0,RISE 차이나AI반도체TOP4Plus,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0166N0,0166N0,PLUS 코스닥150액티브,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0166S0,0166S0,PLUS K제조업핵심기업액티브,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0166T0,0166T0,PLUS 글로벌저작권핵심기업액티브,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
0167A0,0167A0,SOL AI반도체TOP2플러스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0167B0,0167B0,SOL 200타겟위클리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0167Z0,0167Z0,KODEX 미국우주항공,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0168K0,0168K0,TIGER 기술이전바이오액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0172V0,0172V0,1Q 은액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0172Y0,0172Y0,ACE K수출핵심TOP10산업액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
0173Y0,0173Y0,KODEX 미국AI광통신네트워크,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0174B0,0174B0,KoAct 글로벌AI메모리반도체액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0174J0,0174J0,DAISHIN343 오피스리츠플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0174R0,0174R0,KIWOOM 미국성장다우존스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0176E0,0176E0,RISE 미국AI전력인프라액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0176P0,0176P0,FOCUS AI반도체위클리고정커버드콜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0177A0,0177A0,WON 두산그룹포커스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0177N0,0177N0,KODEX 삼성전자SK하이닉스채권혼합50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0177R0,0177R0,TIGER 반도체TOP10커버드콜액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
0177X0,0177X0,ACE K휴머노이드로봇산업TOP2+,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
0178H0,0178H0,IBK 미국AI TOP10국채혼합50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0180V0,0180V0,ACE 미국우주테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0181B0,0181B0,HANARO 미국AI메모리반도체TOP4+,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0181L0,0181L0,SOL 미국우주항공TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0182R0,0182R0,1Q K반도체TOP2+,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0182S0,0182S0,1Q K반도체TOP2채권혼합50,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0183J0,0183J0,TIGER 미국우주테크,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
0183V0,0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
0184E0,0184E0,1Q 200채권혼합50액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
0184L0,0184L0,PLUS 중기종합채권(A-이상)액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
