etfCode,etfName,rank,holdingCode,holdingName,quantity,weightPct,status
294400,KIWOOM 200TR,6,105560,KB금융,595,1.56,OK
294400,KIWOOM 200TR,7,055550,신한지주,805,1.23,OK
294400,KIWOOM 200TR,8,000270,기아,478,0.96,OK
294400,KIWOOM 200TR,9,028260,삼성물산,189,0.96,OK
294400,KIWOOM 200TR,10,086790,하나금융지주,487,0.91,OK
105190,ACE 200,1,005930,삼성전자,"6,898",32.21,OK
105190,ACE 200,2,000660,SK하이닉스,820,27.76,OK
105190,ACE 200,3,402340,SK스퀘어,136,2.90,OK
105190,ACE 200,4,009150,삼성전기,83,1.96,OK
105190,ACE 200,5,005380,현대차,202,1.65,OK
105190,ACE 200,6,105560,KB금융,450,1.54,OK
105190,ACE 200,7,055550,신한지주,610,1.22,OK
105190,ACE 200,8,000270,기아,362,0.95,OK
105190,ACE 200,9,028260,삼성물산,143,0.95,OK
105190,ACE 200,10,086790,하나금융지주,369,0.90,OK
446770,ACE 글로벌반도체TOP4 Plus,1,000660,SK하이닉스,613,-,OK
446770,ACE 글로벌반도체TOP4 Plus,2,005930,삼성전자,500,-,OK
487230,KODEX 미국AI전력핵심인프라,,,,,,EMPTY_NO_TABLE
441640,KODEX 미국배당커버드콜액티브,,,,,,EMPTY_NO_TABLE
368590,RISE 미국나스닥100,,,,,,EMPTY_NO_TABLE
379780,RISE 미국S&P500,,,,,,EMPTY_NO_TABLE
453850,ACE 미국30년국채액티브(H),,,,,,EMPTY_NO_TABLE
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,1,005930,삼성전자,"1,325",-,OK
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,2,000660,SK하이닉스,173,-,OK
305720,KODEX 2차전지산업,1,373220,LG에너지솔루션,851,20.74,OK
305720,KODEX 2차전지산업,2,006400,삼성SDI,492,16.06,OK
305720,KODEX 2차전지산업,3,005490,POSCO홀딩스,610,13.94,OK
305720,KODEX 2차전지산업,4,051910,LG화학,554,10.71,OK
305720,KODEX 2차전지산업,5,247540,에코프로비엠,921,8.18,OK
305720,KODEX 2차전지산업,6,086520,에코프로,"1,088",6.75,OK
305720,KODEX 2차전지산업,7,096770,SK이노베이션,703,5.75,OK
305720,KODEX 2차전지산업,8,003670,포스코퓨처엠,437,4.89,OK
305720,KODEX 2차전지산업,9,066970,엘앤에프,362,2.72,OK
305720,KODEX 2차전지산업,10,011790,SKC,237,1.55,OK
329200,TIGER 리츠부동산인프라,1,395400,SK리츠,"5,571",15.85,OK
329200,TIGER 리츠부동산인프라,2,088980,맥쿼리인프라,"3,074",15.50,OK
329200,TIGER 리츠부동산인프라,3,415640,KB발해인프라,"2,268",12.02,OK
329200,TIGER 리츠부동산인프라,4,330590,롯데리츠,"5,348",9.34,OK
329200,TIGER 리츠부동산인프라,5,451800,한화리츠,"3,324",7.78,OK
329200,TIGER 리츠부동산인프라,6,365550,ESR켄달스퀘어리츠,"4,555",7.36,OK
329200,TIGER 리츠부동산인프라,7,293940,신한알파리츠,"2,238",5.85,OK
329200,TIGER 리츠부동산인프라,8,094800,맵스리얼티,"1,718",5.17,OK
329200,TIGER 리츠부동산인프라,9,448730,삼성FN리츠,"1,685",4.57,OK
329200,TIGER 리츠부동산인프라,10,417310,코람코더원리츠,748,3.77,OK
475630,TIGER CD1년금리액티브(합성),,,,,,EMPTY_NO_TABLE
315930,KODEX Top5PlusTR,1,000660,SK하이닉스,"1,100",24.33,OK
315930,KODEX Top5PlusTR,2,005930,삼성전자,"7,728",23.58,OK
315930,KODEX Top5PlusTR,3,005380,현대차,"2,001",10.65,OK
315930,KODEX Top5PlusTR,4,105560,KB금융,"4,159",9.28,OK
315930,KODEX Top5PlusTR,5,055550,신한지주,"5,495",7.15,OK
315930,KODEX Top5PlusTR,6,000270,기아,"3,639",6.26,OK
315930,KODEX Top5PlusTR,7,086790,하나금융지주,"3,548",5.64,OK
315930,KODEX Top5PlusTR,8,012330,현대모비스,887,5.18,OK
315930,KODEX Top5PlusTR,9,035420,NAVER,"1,934",4.36,OK
315930,KODEX Top5PlusTR,10,005490,POSCO홀딩스,965,3.56,OK
152100,PLUS 200,1,005930,삼성전자,"7,086",32.71,OK
152100,PLUS 200,2,000660,SK하이닉스,842,28.18,OK
152100,PLUS 200,3,402340,SK스퀘어,140,2.95,OK
152100,PLUS 200,4,009150,삼성전기,85,1.99,OK
152100,PLUS 200,5,005380,현대차,207,1.67,OK
152100,PLUS 200,6,105560,KB금융,463,1.56,OK
152100,PLUS 200,7,055550,신한지주,626,1.23,OK
152100,PLUS 200,8,000270,기아,371,0.97,OK
152100,PLUS 200,9,028260,삼성물산,147,0.96,OK
152100,PLUS 200,10,086790,하나금융지주,379,0.91,OK
477080,RISE CD금리액티브(합성),,,,,,EMPTY_NO_TABLE
390390,KODEX 미국반도체,,,,,,EMPTY_NO_TABLE
091230,TIGER 반도체,1,000660,SK하이닉스,494,33.29,OK
091230,TIGER 반도체,2,005930,삼성전자,"2,968",27.59,OK
091230,TIGER 반도체,3,042700,한미반도체,731,5.49,OK
091230,TIGER 반도체,4,036930,주성엔지니어링,543,3.62,OK
091230,TIGER 반도체,5,240810,원익IPS,573,2.61,OK
091230,TIGER 반도체,6,319660,피에스케이,343,2.31,OK
091230,TIGER 반도체,7,058470,리노공업,863,2.28,OK
091230,TIGER 반도체,8,000990,DB하이텍,531,2.15,OK
091230,TIGER 반도체,9,039030,이오테크닉스,146,1.92,OK
091230,TIGER 반도체,10,403870,HPSP,"1,133",1.73,OK
466920,SOL 조선TOP3플러스,1,010140,삼성중공업,"16,187",25.76,OK
466920,SOL 조선TOP3플러스,2,329180,HD현대중공업,686,24.13,OK
466920,SOL 조선TOP3플러스,3,042660,한화오션,"4,140",23.54,OK
466920,SOL 조선TOP3플러스,4,009540,HD한국조선해양,652,16.07,OK
466920,SOL 조선TOP3플러스,5,443060,HD현대마린솔루션,213,2.98,OK
466920,SOL 조선TOP3플러스,6,082740,한화엔진,793,2.64,OK
466920,SOL 조선TOP3플러스,7,071970,HD현대마린엔진,317,1.36,OK
466920,SOL 조선TOP3플러스,8,017960,한국카본,459,0.81,OK
466920,SOL 조선TOP3플러스,9,439260,대한조선,150,0.50,OK
466920,SOL 조선TOP3플러스,10,014620,성광벤드,245,0.47,OK
436140,SOL 종합채권(AA-이상)액티브,,,,,,EMPTY_NO_TABLE
0195R0,TIGER 삼성전자단일종목레버리지,1,005930,삼성전자,"1,168",76.06,OK
157450,TIGER 단기통안채,,,,,,EMPTY_NO_TABLE
497570,TIGER 미국필라델피아AI반도체나스닥,,,,,,EMPTY_NO_TABLE
448330,KODEX 삼성전자채권혼합,1,005930,삼성전자,"1,659",-,OK
448330,KODEX 삼성전자채권혼합,2,114260,KODEX 국고채3년,"4,019",-,OK
448330,KODEX 삼성전자채권혼합,3,214980,KODEX 단기채권PLUS,188,-,OK
448330,KODEX 삼성전자채권혼합,4,273140,KODEX 단기변동금리부채권액티브,135,-,OK
0183J0,TIGER 미국우주테크,,,,,,EMPTY_NO_TABLE
438080,ACE 미국S&P500미국채혼합50액티브,1,360200,ACE 미국S&P500,"15,999",-,OK
232080,TIGER 코스닥150,1,196170,알테오젠,69,7.79,OK
232080,TIGER 코스닥150,2,086520,에코프로,166,4.95,OK
232080,TIGER 코스닥150,3,247540,에코프로비엠,91,3.89,OK
232080,TIGER 코스닥150,4,036930,주성엔지니어링,53,3.45,OK
232080,TIGER 코스닥150,5,240810,원익IPS,56,2.49,OK
232080,TIGER 코스닥150,6,319660,피에스케이,33,2.17,OK
232080,TIGER 코스닥150,7,058470,리노공업,84,2.17,OK
232080,TIGER 코스닥150,8,298380,에이비엘바이오,70,1.97,OK
232080,TIGER 코스닥150,9,277810,레인보우로보틱스,13,1.92,OK
232080,TIGER 코스닥150,10,028300,HLB,199,1.82,OK
0072R0,TIGER KRX금현물,,,,,,EMPTY_NO_TABLE
494310,KODEX 반도체레버리지,1,000660,SK하이닉스,"1,502",45.60,OK
494310,KODEX 반도체레버리지,2,005930,삼성전자,"5,956",24.94,OK
494310,KODEX 반도체레버리지,3,091160,KODEX 반도체,"10,375",22.25,OK
494310,KODEX 반도체레버리지,4,042700,한미반도체,891,3.01,OK
494310,KODEX 반도체레버리지,5,000990,DB하이텍,"1,614",2.94,OK
494310,KODEX 반도체레버리지,6,036930,주성엔지니어링,978,2.94,OK
494310,KODEX 반도체레버리지,7,039030,이오테크닉스,444,2.63,OK
